=== DA_UAV_v1 loading log ===

Loaded:          1474
[WARN   ] cand54/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-t: HardFlow arm is DEGENERATE (K=2, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand55/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-bounds_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb32_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb32_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb3_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb3_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgb_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-bounds_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand55/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand56/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (12,) not tabular
[SKIP   ] cand56/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-bounds_free-pdes-tightened: key divergence_reason shape (12,) not tabular
[SKIP   ] cand56/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-bounds_free-pdes-tightened: key divergence_reason shape (12,) not tabular
[SKIP   ] cand56/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-bounds_free-pdes-tightened: key divergence_reason shape (12,) not tabular
[SKIP   ] cand56/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls-bounds_free-pdes-tightened: key divergence_reason shape (12,) not tabular
[SKIP   ] cand56/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls-t-bounds_free-pdes-tightened: key divergence_reason shape (12,) not tabular
[SKIP   ] cand57/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (2,) not tabular
[SKIP   ] cand57/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-bounds_free: key divergence_reason shape (2,) not tabular
[SKIP   ] cand57/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-bounds_free-pdes: key divergence_reason shape (2,) not tabular
[SKIP   ] cand57/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-bounds_free-tightened-pdes: key divergence_reason shape (2,) not tabular
[SKIP   ] cand57/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls: key divergence_reason shape (2,) not tabular
[SKIP   ] cand57/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls-pdes: key divergence_reason shape (2,) not tabular
[SKIP   ] cand57/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls-tightened-pdes: key divergence_reason shape (2,) not tabular
[SKIP   ] cand57/seed6/corridor_hggn_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (2,) not tabular
[SKIP   ] cand57/seed6/corridor_hggn_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-bounds_free: key divergence_reason shape (2,) not tabular
[SKIP   ] cand57/seed6/corridor_hggn_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls: key divergence_reason shape (2,) not tabular
[SKIP   ] cand58/seed6/corridor_hggn_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (2,) not tabular
[SKIP   ] cand58/seed6/corridor_hggn_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-bounds_free: key divergence_reason shape (2,) not tabular
[SKIP   ] cand60/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (12,) not tabular
[SKIP   ] cand60/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-bounds_free-pdes-tightened: key divergence_reason shape (12,) not tabular
[SKIP   ] cand60/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-bounds_free-pdes-tightened: key divergence_reason shape (12,) not tabular
[SKIP   ] cand60/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-bounds_free-pdes-tightened: key divergence_reason shape (12,) not tabular
[SKIP   ] cand60/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls-bounds_free-pdes-tightened: key divergence_reason shape (12,) not tabular
[SKIP   ] cand60/seed6/corridor_cv2s_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls-t-bounds_free-pdes-tightened: key divergence_reason shape (12,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb2_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgb_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_sls-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-bounds_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand61/seed6/corridor_hgg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand62/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand62/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand62/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand62/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand62/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand62/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand62/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand62/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand62/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand62/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand63/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand63/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand63/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand63/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand63/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand63/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand63/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand63/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand63/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand63/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand64/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand64/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand64/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand64/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand64/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand64/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand64/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand64/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand64/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand64/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand65/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand65/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand65/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand65/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand65/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand65/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand65/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand65/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand65/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand65/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand66/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls: key divergence_reason shape (10,) not tabular
[WARN   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c: key divergence_reason shape (10,) not tabular
[WARN   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c-geo_free: key divergence_reason shape (10,) not tabular
[WARN   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c-geo_free: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r: key divergence_reason shape (10,) not tabular
[WARN   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r-geo_free: key divergence_reason shape (10,) not tabular
[WARN   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r-geo_free: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t: key divergence_reason shape (10,) not tabular
[WARN   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t-geo_free: key divergence_reason shape (10,) not tabular
[WARN   ] cand67/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t-geo_free: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand68/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand68/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand68/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand68/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand68/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand68/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand68/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand68/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand68/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand68/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls: key divergence_reason shape (10,) not tabular
[WARN   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls: HardFlow arm is DEGENERATE (K=2, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand69/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c: key divergence_reason shape (10,) not tabular
